Date,Open,High,Low,Close,Change %
24-05-2001,1289,1295,1281.2,1293.2,0.33%
25-05-2001,1293.2,1293.2,1276.4,1277.9,-1.18%
29-05-2001,1277.9,1278.4,1265.4,1267.9,-0.78%
30-05-2001,1267.9,1267.9,1246,1248.1,-1.56%
31-05-2001,1248.1,1261.9,1248.1,1255.8,0.62%
06-01-2001,1255.8,1265.3,1246.9,1260.7,0.39%
06-04-2001,1260.7,1267.2,1256.4,1267.1,0.51%
06-05-2001,1267.1,1286.6,1267.1,1283.6,1.30%
06-06-2001,1283.6,1283.8,1269,1270,-1.06%
06-07-2001,1270,1277.1,1265.1,1277,0.55%
06-08-2001,1277,1277.1,1260,1265,-0.94%
06-11-2001,1265,1265,1249.2,1254.4,-0.84%
06-12-2001,1254.4,1261,1235.8,1255.8,0.11%
13-06-2001,1255.8,1259.8,1241.6,1241.6,-1.13%
14-06-2001,1241.6,1241.6,1218.9,1219.9,-1.75%
15-06-2001,1219.9,1221.5,1203,1214.4,-0.45%
18-06-2001,1214.4,1221.2,1208.3,1208.4,-0.49%
19-06-2001,1208.4,1226.1,1207.7,1212.6,0.35%
20-06-2001,1212.6,1225.6,1210.1,1223.1,0.87%
21-06-2001,1223.1,1240.2,1220.2,1237,1.14%
22-06-2001,1237,1237.7,1221.4,1225.3,-0.95%
25-06-2001,1225.3,1231.5,1213.6,1218.6,-0.55%
26-06-2001,1218.6,1220.7,1204.6,1216.8,-0.15%
27-06-2001,1216.8,1219.9,1207.3,1211.1,-0.47%
28-06-2001,1211.1,1234.4,1211.1,1226.2,1.25%
29-06-2001,1226.2,1237.3,1221.1,1224.4,-0.15%
07-02-2001,1224.4,1239.8,1224,1236.7,1.00%
07-03-2001,1236.7,1236.7,1229.4,1234.5,-0.18%
07-05-2001,1234.5,1234.5,1219.2,1219.2,-1.24%
07-06-2001,1219.2,1219.2,1188.7,1190.6,-2.35%
07-09-2001,1190.6,1201.8,1189.8,1198.8,0.69%
07-10-2001,1198.8,1203.4,1179.9,1181.5,-1.44%
07-11-2001,1181.5,1184.9,1168.5,1180.2,-0.11%
07-12-2001,1180.2,1210.2,1180.2,1208.1,2.36%
13-07-2001,1208.1,1218.5,1203.6,1215.7,0.63%
16-07-2001,1215.7,1219.6,1200,1202.5,-1.09%
17-07-2001,1202.5,1215.4,1196.1,1214.4,0.99%
18-07-2001,1214.4,1214.4,1198.3,1207.7,-0.55%
19-07-2001,1207.7,1225,1205.8,1215,0.60%
20-07-2001,1215,1215.7,1207,1210.8,-0.35%
23-07-2001,1210.8,1215.2,1190.5,1191,-1.64%
24-07-2001,1191,1191,1165.5,1171.7,-1.62%
25-07-2001,1171.7,1190.5,1171.3,1190.5,1.60%
26-07-2001,1190.5,1204.2,1182.7,1202.9,1.04%
27-07-2001,1202.9,1209.3,1196,1205.8,0.24%
30-07-2001,1205.8,1209,1200.4,1204.5,-0.11%
31-07-2001,1204.5,1222.7,1204.5,1211.2,0.56%
08-01-2001,1211.2,1223,1211.2,1215.9,0.39%
08-02-2001,1215.9,1226.3,1215.3,1220.8,0.40%
08-03-2001,1220.8,1220.8,1205.3,1214.3,-0.53%
08-06-2001,1214.3,1214.3,1197.3,1200.5,-1.14%
08-07-2001,1200.5,1207.6,1195.6,1204.4,0.32%
08-08-2001,1204.4,1206.8,1181.3,1183.5,-1.74%
08-09-2001,1183.5,1184.7,1174.7,1183.4,-0.01%
08-10-2001,1183.4,1193.3,1169.5,1190.2,0.57%
13-08-2001,1190.2,1193.8,1185.1,1191.3,0.09%
14-08-2001,1191.3,1198.8,1184.3,1186.7,-0.39%
15-08-2001,1186.7,1191.2,1177.6,1178,-0.73%
16-08-2001,1178,1181.8,1166.1,1181.7,0.31%
17-08-2001,1181.7,1181.7,1156.1,1162,-1.67%
20-08-2001,1162,1171.4,1160.9,1171.4,0.81%
21-08-2001,1171.4,1179.8,1156.6,1157.3,-1.20%
22-08-2001,1157.3,1168.6,1153.3,1165.3,0.69%
23-08-2001,1165.3,1169.9,1161,1162.1,-0.27%
24-08-2001,1162.1,1185.2,1162.1,1184.9,1.96%
27-08-2001,1184.9,1186.8,1178.1,1179.2,-0.48%
28-08-2001,1179.2,1179.7,1161.2,1161.5,-1.50%
29-08-2001,1161.5,1167,1147.4,1148.6,-1.11%
30-08-2001,1148.6,1151.8,1124.9,1129,-1.71%
31-08-2001,1129,1141.8,1126.4,1133.6,0.41%
09-04-2001,1133.6,1155.4,1129.1,1132.9,-0.06%
09-05-2001,1132.9,1135.5,1114.9,1131.7,-0.11%
09-06-2001,1131.7,1131.7,1105.8,1106.4,-2.24%
09-07-2001,1106.4,1106.4,1082.1,1085.8,-1.86%
